N,eig_q,eig_c,eig_true,state_overlap,time_q,time_clas,state_est,state_true
6,-1.631,-2.0,-2.0,(-0+0j),38.18,0.681,"[0j, (0.041+0j), (0.075+0j), 0j, (-0.421+0j), 0j, 0j, 0j, (0.612+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j, (-0.577+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), (0.328+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), (-0+0j), 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j]","[0j, 0j, (-0+0j), (0.136+0j), (-0+0j), (-0.293+0j), (0.136+0j), 0j, (-0+0j), (0.353+0j), (-0.293+0j), (-0+0j), (0.136+0j), 0j, (-0+0j), 0j, 0j, (-0.293+0j), (0.353+0j), 0j, (-0.293+0j), (-0+0j), 0j, 0j, (0.136+0j), 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, (0.136+0j), (-0.293+0j), (-0+0j), (0.353+0j), 0j, (-0+0j), 0j, (-0.293+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, (0.136+0j), 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j]"
6,-3.067,-3.328,-3.328,(0.947+0j),156.801,0.946,"[0j, 0j, 0j, (0.118+0j), 0j, (-0.145+0j), (0.184+0j), 0j, 0j, (0.252+0j), (-0.32+0j), 0j, (0.241+0j), 0j, 0j, 0j, 0j, (-0.334+0j), (0.424+0j), 0j, (-0.32+0j), 0j, 0j, (-0+0j), (0.184+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (0.264+0j), (-0.334+0j), 0j, (0.252+0j), 0j, 0j, 0j, (-0.145+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, (0.118+0j), 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, (-0+0j)]","[0j, 0j, (-0+0j), (0.136+0j), (-0+0j), (-0.293+0j), (0.136+0j), 0j, (-0+0j), (0.353+0j), (-0.293+0j), (-0+0j), (0.136+0j), 0j, (-0+0j), 0j, 0j, (-0.293+0j), (0.353+0j), 0j, (-0.293+0j), (-0+0j), 0j, 0j, (0.136+0j), 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, (0.136+0j), (-0.293+0j), (-0+0j), (0.353+0j), 0j, (-0+0j), 0j, (-0.293+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, (0.136+0j), 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j]"
6,-2.818,-3.236,-3.236,(-0+0j),303.674,0.767,"[0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, (-0.082+0j), (-0+0j), 0j, 0j, (0.084+0j), 0j, (-0.161+0j), (0.161+0j), 0j, (-0+0j), 0j, 0j, (-0.161+0j), 0j, (0.309+0j), (-0.309+0j), 0j, 0j, (-0.309+0j), (0.309+0j), 0j, (-0.161+0j), 0j, 0j, (-0+0j), (-0+0j), 0j, 0j, (0.161+0j), 0j, (-0.309+0j), (0.309+0j), 0j, 0j, (0.309+0j), (-0.309+0j), 0j, (0.161+0j), 0j, 0j, 0j, 0j, (-0.161+0j), (0.161+0j), 0j, (-0.084+0j), 0j, 0j, 0j, (0.082+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j]","[0j, 0j, (-0+0j), (0.136+0j), (-0+0j), (-0.293+0j), (0.136+0j), 0j, (-0+0j), (0.353+0j), (-0.293+0j), (-0+0j), (0.136+0j), 0j, (-0+0j), 0j, 0j, (-0.293+0j), (0.353+0j), 0j, (-0.293+0j), (-0+0j), 0j, 0j, (0.136+0j), 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, (0.136+0j), (-0.293+0j), (-0+0j), (0.353+0j), 0j, (-0+0j), 0j, (-0.293+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, (0.136+0j), 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j]"
6,-1.067,-1.328,-1.328,0j,397.319,0.586,"[0j, 0j, 0j, 0j, 0j, (-0+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (0.118+0j), 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0.145+0j), 0j, 0j, 0j, (0.252+0j), 0j, (-0.334+0j), (0.264+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, (0.184+0j), 0j, 0j, 0j, (-0.32+0j), 0j, (0.424+0j), (-0.334+0j), 0j, (-0+0j), 0j, 0j, (0.241+0j), 0j, (-0.32+0j), (0.252+0j), 0j, 0j, (0.184+0j), (-0.145+0j), 0j, (0.118+0j), 0j, 0j, 0j]","[0j, 0j, (-0+0j), (0.136+0j), (-0+0j), (-0.293+0j), (0.136+0j), 0j, (-0+0j), (0.353+0j), (-0.293+0j), (-0+0j), (0.136+0j), 0j, (-0+0j), 0j, 0j, (-0.293+0j), (0.353+0j), 0j, (-0.293+0j), (-0+0j), 0j, 0j, (0.136+0j), 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, (0.136+0j), (-0.293+0j), (-0+0j), (0.353+0j), 0j, (-0+0j), 0j, (-0.293+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, (0.136+0j), 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j]"
6,2.0,-3.326,2.0,(-0+0j),460.557,0.565,"[0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0.408+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, (-0+0j), (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (0.408+0j), 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0.408+0j), (-0+0j), 0j, 0j, (0.408+0j), 0j, (-0.408+0j), (0.408+0j), 0j]","[0j, 0j, (-0+0j), (0.136+0j), (-0+0j), (-0.293+0j), (0.136+0j), 0j, (-0+0j), (0.353+0j), (-0.293+0j), (-0+0j), (0.136+0j), 0j, (-0+0j), 0j, 0j, (-0.293+0j), (0.353+0j), 0j, (-0.293+0j), (-0+0j), 0j, 0j, (0.136+0j), 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, (0.136+0j), (-0.293+0j), (-0+0j), (0.353+0j), 0j, (-0+0j), 0j, (-0.293+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, (0.136+0j), 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j]"
7,-1.802,-1.802,-1.802,0j,48.019,1.234,"[0j, (-0.154+0j), (-0.084+0j), 0j, (0.304+0j), 0j, 0j, (-0+0j), (-0.465+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, (0.533+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), (-0.496+0j), 0j, 0j, (-0+0j), 0j, (-0+0j), (-0+0j), 0j, 0j, (-0+0j), (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, (-0+0j), (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, (-0+0j), (-0+0j), 0j, (0.361+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), (-0+0j), 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), (-0+0j), 0j, 0j, (-0+0j), (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, (-0+0j), (-0+0j), 0j, 0j, (-0+0j), (-0+0j), 0j, 0j, 0j, 0j, (-0+0j)]","[0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, (-0.052+0j), 0j, (-0+0j), 0j, (0.171+0j), (-0+0j), (-0.147+0j), (0.032+0j), 0j, (-0+0j), (-0+0j), 0j, (-0.2+0j), (-0+0j), (0.236+0j), (-0.032+0j), 0j, 0j, (-0.036+0j), (-0.054+0j), (-0+0j), (0.038+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (0.093+0j), (-0+0j), (-0.065+0j), (-0.066+0j), 0j, (-0+0j), (-0.118+0j), (0.278+0j), (-0+0j), (-0.157+0j), (-0+0j), 0j, (-0+0j), (-0+0j), (0.111+0j), (-0.213+0j), 0j, (0.171+0j), 0j, (-0+0j), (-0+0j), (-0.049+0j), 0j, 0j, (-0+0j), (-0+0j), (-0+0j), (-0+0j), 0j, (-0+0j), (-0+0j), 0j, (-0.009+0j), 0j, (-0.044+0j), (0.12+0j), 0j, (-0+0j), (0.155+0j), (-0.383+0j), (-0+0j), (0.229+0j), (-0+0j), 0j, (-0+0j), 0j, (-0.161+0j), (0.412+0j), 0j, (-0.36+0j), 0j, 0j, (-0+0j), (0.102+0j), (-0+0j), (-0+0j), (-0+0j), 0j, (-0+0j), (-0+0j), 0j, 0j, (0.056+0j), (-0.152+0j), (-0+0j), (0.131+0j), 0j, (-0+0j), (-0+0j), (-0.022+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j, (-0.016+0j), (-0+0j), (-0+0j), 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j]"
7,-3.092,-3.164,-3.164,0j,232.963,1.129,"[(-0+0j), 0j, 0j, (-0.013+0j), 0j, (0.013+0j), (-0.021+0j), 0j, 0j, (0.094+0j), (-0.154+0j), 0j, (0.14+0j), 0j, 0j, (-0+0j), 0j, (-0.223+0j), (0.368+0j), 0j, (-0.333+0j), 0j, 0j, (-0+0j), (0.159+0j), 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, (0.266+0j), (-0.439+0j), 0j, (0.398+0j), 0j, 0j, 0j, (-0.19+0j), 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (0.022+0j), 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, (-0.159+0j), (0.263+0j), 0j, (-0.238+0j), 0j, 0j, 0j, (0.113+0j), 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0.013+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0.062+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j]","[0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, (-0.052+0j), 0j, (-0+0j), 0j, (0.171+0j), (-0+0j), (-0.147+0j), (0.032+0j), 0j, (-0+0j), (-0+0j), 0j, (-0.2+0j), (-0+0j), (0.236+0j), (-0.032+0j), 0j, 0j, (-0.036+0j), (-0.054+0j), (-0+0j), (0.038+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (0.093+0j), (-0+0j), (-0.065+0j), (-0.066+0j), 0j, (-0+0j), (-0.118+0j), (0.278+0j), (-0+0j), (-0.157+0j), (-0+0j), 0j, (-0+0j), (-0+0j), (0.111+0j), (-0.213+0j), 0j, (0.171+0j), 0j, (-0+0j), (-0+0j), (-0.049+0j), 0j, 0j, (-0+0j), (-0+0j), (-0+0j), (-0+0j), 0j, (-0+0j), (-0+0j), 0j, (-0.009+0j), 0j, (-0.044+0j), (0.12+0j), 0j, (-0+0j), (0.155+0j), (-0.383+0j), (-0+0j), (0.229+0j), (-0+0j), 0j, (-0+0j), 0j, (-0.161+0j), (0.412+0j), 0j, (-0.36+0j), 0j, 0j, (-0+0j), (0.102+0j), (-0+0j), (-0+0j), (-0+0j), 0j, (-0+0j), (-0+0j), 0j, 0j, (0.056+0j), (-0.152+0j), (-0+0j), (0.131+0j), 0j, (-0+0j), (-0+0j), (-0.022+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j, (-0.016+0j), (-0+0j), (-0+0j), 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j]"
7,-3.253,-3.563,-3.563,(0.826+0j),449.041,1.543,"[(-0+0j), (-0+0j), 0j, 0j, (-0+0j), (-0+0j), 0j, (-0.001+0j), 0j, (-0+0j), 0j, (-0.001+0j), (-0+0j), (0.005+0j), (-0.007+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), (-0.001+0j), (0.001+0j), 0j, (-0+0j), (0.001+0j), (-0.002+0j), 0j, (0.001+0j), (-0+0j), 0j, (-0+0j), (-0+0j), (-0+0j), 0j, (-0.017+0j), (-0+0j), (0.112+0j), (-0.173+0j), 0j, (-0+0j), (-0.249+0j), (0.383+0j), 0j, (-0.196+0j), (-0+0j), 0j, (-0+0j), (-0+0j), (0.197+0j), (-0.304+0j), 0j, (0.156+0j), (-0+0j), 0j, (-0+0j), (-0.035+0j), (-0+0j), 0j, (-0+0j), (-0+0j), (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, (0.018+0j), (-0+0j), (-0.124+0j), (0.19+0j), 0j, (-0+0j), (0.273+0j), (-0.42+0j), 0j, (0.216+0j), (-0+0j), 0j, (-0+0j), (-0+0j), (-0.217+0j), (0.334+0j), 0j, (-0.171+0j), (-0+0j), 0j, (-0+0j), (0.038+0j), (-0+0j), 0j, 0j, (-0+0j), (-0+0j), 0j, 0j, (-0+0j), (0.057+0j), (-0.088+0j), 0j, (0.045+0j), (-0+0j), 0j, (-0+0j), (-0.01+0j), (-0+0j), 0j, (-0+0j), (-0+0j), (-0+0j), 0j, 0j, (-0.036+0j), (-0+0j), 0j, 0j, (-0+0j), (-0+0j), 0j, 0j, (-0+0j), (-0+0j), 0j, 0j, (-0+0j), (-0+0j), 0j, (-0+0j)]","[0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, (-0.052+0j), 0j, (-0+0j), 0j, (0.171+0j), (-0+0j), (-0.147+0j), (0.032+0j), 0j, (-0+0j), (-0+0j), 0j, (-0.2+0j), (-0+0j), (0.236+0j), (-0.032+0j), 0j, 0j, (-0.036+0j), (-0.054+0j), (-0+0j), (0.038+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (0.093+0j), (-0+0j), (-0.065+0j), (-0.066+0j), 0j, (-0+0j), (-0.118+0j), (0.278+0j), (-0+0j), (-0.157+0j), (-0+0j), 0j, (-0+0j), (-0+0j), (0.111+0j), (-0.213+0j), 0j, (0.171+0j), 0j, (-0+0j), (-0+0j), (-0.049+0j), 0j, 0j, (-0+0j), (-0+0j), (-0+0j), (-0+0j), 0j, (-0+0j), (-0+0j), 0j, (-0.009+0j), 0j, (-0.044+0j), (0.12+0j), 0j, (-0+0j), (0.155+0j), (-0.383+0j), (-0+0j), (0.229+0j), (-0+0j), 0j, (-0+0j), 0j, (-0.161+0j), (0.412+0j), 0j, (-0.36+0j), 0j, 0j, (-0+0j), (0.102+0j), (-0+0j), (-0+0j), (-0+0j), 0j, (-0+0j), (-0+0j), 0j, 0j, (0.056+0j), (-0.152+0j), (-0+0j), (0.131+0j), 0j, (-0+0j), (-0+0j), (-0.022+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j, (-0.016+0j), (-0+0j), (-0+0j), 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j]"
7,-2.379,-2.563,-2.563,(-0+0j),634.99,1.32,"[(-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (0.001+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (0.014+0j), 0j, (-0.034+0j), (0.028+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0.001+0j), (-0+0j), 0j, 0j, (-0.076+0j), 0j, (0.188+0j), (-0.151+0j), 0j, (-0+0j), 0j, 0j, (0.139+0j), 0j, (-0.344+0j), (0.277+0j), 0j, 0j, (0.197+0j), (-0.158+0j), 0j, (0.031+0j), 0j, 0j, (-0+0j), 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (0.001+0j), 0j, 0j, 0j, (0.098+0j), 0j, (-0.243+0j), (0.195+0j), 0j, 0j, 0j, 0j, (-0.18+0j), 0j, (0.444+0j), (-0.357+0j), 0j, 0j, (-0.254+0j), (0.204+0j), 0j, (-0.04+0j), 0j, 0j, 0j, 0j, 0j, 0j, (0.076+0j), 0j, (-0.188+0j), (0.151+0j), 0j, 0j, (0.107+0j), (-0.086+0j), 0j, (0.017+0j), 0j, 0j, (-0+0j), 0j, (-0.011+0j), (0.009+0j), 0j, (-0.002+0j), 0j, 0j, 0j, (-0.004+0j), 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j]","[0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, (-0.052+0j), 0j, (-0+0j), 0j, (0.171+0j), (-0+0j), (-0.147+0j), (0.032+0j), 0j, (-0+0j), (-0+0j), 0j, (-0.2+0j), (-0+0j), (0.236+0j), (-0.032+0j), 0j, 0j, (-0.036+0j), (-0.054+0j), (-0+0j), (0.038+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (0.093+0j), (-0+0j), (-0.065+0j), (-0.066+0j), 0j, (-0+0j), (-0.118+0j), (0.278+0j), (-0+0j), (-0.157+0j), (-0+0j), 0j, (-0+0j), (-0+0j), (0.111+0j), (-0.213+0j), 0j, (0.171+0j), 0j, (-0+0j), (-0+0j), (-0.049+0j), 0j, 0j, (-0+0j), (-0+0j), (-0+0j), (-0+0j), 0j, (-0+0j), (-0+0j), 0j, (-0.009+0j), 0j, (-0.044+0j), (0.12+0j), 0j, (-0+0j), (0.155+0j), (-0.383+0j), (-0+0j), (0.229+0j), (-0+0j), 0j, (-0+0j), 0j, (-0.161+0j), (0.412+0j), 0j, (-0.36+0j), 0j, 0j, (-0+0j), (0.102+0j), (-0+0j), (-0+0j), (-0+0j), 0j, (-0+0j), (-0+0j), 0j, 0j, (0.056+0j), (-0.152+0j), (-0+0j), (0.131+0j), 0j, (-0+0j), (-0+0j), (-0.022+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j, (-0.016+0j), (-0+0j), (-0+0j), 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j]"
7,-0.1,-3.563,-0.164,0j,928.498,1.256,"[0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), (-0+0j), 0j, 0j, 0j, 0j, (-0.067+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0.003+0j), 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (0.086+0j), 0j, 0j, 0j, (-0.199+0j), 0j, (0.243+0j), (-0.154+0j), 0j, 0j, 0j, 0j, 0j, 0j, (-0+0j), (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, (0.006+0j), 0j, 0j, (-0+0j), 0j, (-0+0j), 0j, 0j, (-0.154+0j), 0j, 0j, 0j, (0.36+0j), 0j, (-0.439+0j), (0.278+0j), 0j, 0j, (-0+0j), (-0+0j), 0j, (-0+0j), 0j, 0j, (0.141+0j), 0j, 0j, 0j, (-0.329+0j), 0j, (0.401+0j), (-0.254+0j), 0j, (-0+0j), 0j, 0j, (0.166+0j), 0j, (-0.203+0j), (0.129+0j), 0j, 0j, (0.049+0j), (-0.031+0j), 0j, (-0.019+0j), 0j, 0j, (-0+0j)]","[0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, (-0.052+0j), 0j, (-0+0j), 0j, (0.171+0j), (-0+0j), (-0.147+0j), (0.032+0j), 0j, (-0+0j), (-0+0j), 0j, (-0.2+0j), (-0+0j), (0.236+0j), (-0.032+0j), 0j, 0j, (-0.036+0j), (-0.054+0j), (-0+0j), (0.038+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (0.093+0j), (-0+0j), (-0.065+0j), (-0.066+0j), 0j, (-0+0j), (-0.118+0j), (0.278+0j), (-0+0j), (-0.157+0j), (-0+0j), 0j, (-0+0j), (-0+0j), (0.111+0j), (-0.213+0j), 0j, (0.171+0j), 0j, (-0+0j), (-0+0j), (-0.049+0j), 0j, 0j, (-0+0j), (-0+0j), (-0+0j), (-0+0j), 0j, (-0+0j), (-0+0j), 0j, (-0.009+0j), 0j, (-0.044+0j), (0.12+0j), 0j, (-0+0j), (0.155+0j), (-0.383+0j), (-0+0j), (0.229+0j), (-0+0j), 0j, (-0+0j), 0j, (-0.161+0j), (0.412+0j), 0j, (-0.36+0j), 0j, 0j, (-0+0j), (0.102+0j), (-0+0j), (-0+0j), (-0+0j), 0j, (-0+0j), (-0+0j), 0j, 0j, (0.056+0j), (-0.152+0j), (-0+0j), (0.131+0j), 0j, (-0+0j), (-0+0j), (-0.022+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j, (-0.016+0j), (-0+0j), (-0+0j), 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j]"
7,3.198,-3.563,3.198,0j,1030.196,1.349,"[(-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, (-0+0j), (-0+0j), 0j, 0j, 0j, 0j, (-0+0j), 0j, (-0+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0.335+0j), 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (0.122+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, 0j, (0.116+0j), 0j, 0j, (-0+0j), 0j, 0j, 0j, 0j, (-0.331+0j), (-0+0j), 0j, 0j, (0.48+0j), 0j, (-0.535+0j), (0.483+0j), 0j]","[0j, 0j, 0j, 0j, 0j, (-0+0j), 0j, (-0.052+0j), 0j, (-0+0j), 0j, (0.171+0j), (-0+0j), (-0.147+0j), (0.032+0j), 0j, (-0+0j), (-0+0j), 0j, (-0.2+0j), (-0+0j), (0.236+0j), (-0.032+0j), 0j, 0j, (-0.036+0j), (-0.054+0j), (-0+0j), (0.038+0j), (-0+0j), 0j, 0j, (-0+0j), 0j, 0j, (0.093+0j), (-0+0j), (-0.065+0j), (-0.066+0j), 0j, (-0+0j), (-0.118+0j), (0.278+0j), (-0+0j), (-0.157+0j), (-0+0j), 0j, (-0+0j), (-0+0j), (0.111+0j), (-0.213+0j), 0j, (0.171+0j), 0j, (-0+0j), (-0+0j), (-0.049+0j), 0j, 0j, (-0+0j), (-0+0j), (-0+0j), (-0+0j), 0j, (-0+0j), (-0+0j), 0j, (-0.009+0j), 0j, (-0.044+0j), (0.12+0j), 0j, (-0+0j), (0.155+0j), (-0.383+0j), (-0+0j), (0.229+0j), (-0+0j), 0j, (-0+0j), 0j, (-0.161+0j), (0.412+0j), 0j, (-0.36+0j), 0j, 0j, (-0+0j), (0.102+0j), (-0+0j), (-0+0j), (-0+0j), 0j, (-0+0j), (-0+0j), 0j, 0j, (0.056+0j), (-0.152+0j), (-0+0j), (0.131+0j), 0j, (-0+0j), (-0+0j), (-0.022+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j, (-0.016+0j), (-0+0j), (-0+0j), 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j, (-0+0j), 0j, 0j, 0j]"
