N,eig_q,eig_c,eig_true,state_overlap,time_q,time_clas,state_est,state_true
2,-1.0,-1.0,-1.0,(0.026+1j),171.003,0.391,"[(-0.004+0.009j), (-0.018+0.707j), (0.018-0.707j), (-0.002-0j)]","(0j, (-0.7071067811865475+0j), (0.7071067811865475+0j), 0j)"
3,-1.0,-1.0,-1.0,(0.304+0.445j),311.94,0.437,"[(0.004-0.001j), (0.221-0.241j), (-0.013-0.142j), (0.079+0.563j), (-0.209+0.383j), (-0.301-0.108j), (0.222-0.456j), (-0.001-0.001j)]","(0j, (0.698682773595918+0j), (0.01655721447052927+0j), 0j, (-0.7152399880664473+0j), 0j, 0j, 0j)"
4,-2.824,-2.828,-2.828,(-0.503+0.862j),500.189,0.597,"[0.001j, (-0.023-0.016j), (0.028+0.014j), (-0.179-0.303j), (-0.024-0.013j), (0.255+0.439j), (-0.174-0.3j), (-0.005+0.005j), (0.018+0.014j), (-0.18-0.312j), (0.246+0.424j), (0.003-0.01j), (-0.18-0.304j), (-0.007+0.013j), (0.011-0.005j), (0.002+0.002j)]","(0j, 0j, 0j, (0.3535533905932739+0j), 0j, (-0.4999999999999998+0j), (0.35355339059327384+0j), 0j, 0j, (0.3535533905932738+0j), (-0.49999999999999994+0j), 0j, (0.3535533905932738+0j), 0j, 0j, 0j)"
5,-2.527,-2.618,-2.618,(-0.18+0.586j),836.639,1.062,"[(0.028-0.013j), (-0.017+0.015j), (0.016-0.027j), (-0.097-0.03j), (-0.028-0.007j), (0.095-0.144j), (0.044+0.177j), (0.109+0.006j), (-0.022+0.043j), (0.118+0.327j), (-0.265-0.405j), (-0.114-0.023j), (0.218+0.208j), (0.046-0.045j), (0.03+0.067j), (-0.041-0.032j), (0.015+0.013j), (-0.139-0.23j), (0.303+0.282j), (0.069-0.035j), (-0.279-0.108j), (0.017+0.071j), (-0.105-0.075j), (0.018-0.016j), (0.059-0.057j), (-0.112-0.071j), (0.147+0.039j), (-0.015+0.055j), (-0.057+0.007j), (-0.019-0.086j), (0.07+0.087j), (0.039+0.012j)]","(0j, (-1.108731093085394e-41+0j), (8.743578295752878e-17+0j), (8.306817501282655e-17+0j), (4.1831482857108517e-17+0j), (0.25486482043137654+0j), (-0.2548648204313766+0j), (0.11169149767662906+0j), (-4.1831482857108486e-17+0j), (-0.41237994199460626+0j), (0.4123799419946064+0j), (-0.3003494701906523+0j), (-0.15751512156322933+0j), (0.305255011776333+0j), (-0.11962883069548647+0j), (-9.83250006328237e-17+0j), (-8.743578295752878e-17+0j), (0.2548648204313765+0j), (-0.2548648204313766+0j), (0.18865797251402336+0j), (1.942890293094024e-16+0j), (-0.1935635140997041+0j), (0.007937333018857462+0j), (7.979727989493313e-17+0j), (0.15751512156322914+0j), (0.004905541585680778+0j), (0.18072063949516573+0j), (-9.84455572616838e-17+0j), (-0.1856261810808465+0j), (1.235990476633475e-16+0j), (3.122502256758253e-17+0j), 0j)"
6,-3.613,-3.998,-4.0,(-0.845+0.274j),1193.523,2.5,"[(0.028-0.027j), (0.068-0.02j), (-0.096+0.029j), (0.043+0.016j), (0.103-0.076j), (-0.064-0.037j), (0.032+0.038j), (0.049+0.01j), (-0.068+0.024j), (0.026+0.03j), (-0.059-0.037j), (-0.155-0.057j), (0.01+0.039j), (0.15+0.044j), (-0.098-0.031j), (0.015+0.032j), (0.084-0.031j), (-0.036-0.025j), (0.067+0.023j), (0.214+0.06j), (-0.05-0.02j), (-0.314-0.1j), (0.225+0.072j), (-0.043-0.041j), (0.038+0.01j), (0.197+0.065j), (-0.262-0.086j), (0.027+0.05j), (0.105+0.056j), (-0.031-0.031j), (0.027+0.025j), (0.009+0.04j), (-0.043+0.007j), (0.031+0.001j), (-0.04-0.004j), (-0.108-0.054j), (0.051+0.019j), (0.266+0.088j), (-0.198-0.066j), (0.024+0.034j), (-0.058+0j), (-0.224-0.071j), (0.307+0.099j), (-0.033-0.051j), (-0.211-0.061j), (0.039+0.069j), (-0.017-0.051j), (-0.035-0.078j), (0.032+0.014j), (0.097+0.032j), (-0.146-0.042j), (-0.016+0.041j), (0.155+0.056j), (-0.028-0.075j), (0.007+0.046j), (0.029+0.063j), (-0.048-0.009j), (0.001+0.051j), (-0.027-0.072j), (-0.085-0.094j), (0.027+0.042j), (0.042+0.09j), (-0.03-0.063j), (0.005+0.043j)]","(0j, (-7.271565693502714e-19+0j), (5.110760171512557e-17+0j), (1.172476790049962e-17+0j), (-7.822922114376539e-17+0j), (3.211795996554106e-17+0j), (-1.7834802416811212e-16+0j), (-0.11785113019775781+0j), (7.271565693502913e-19+0j), (1.553772647491053e-16+0j), (3.947741273914611e-17+0j), (0.23570226039551592+0j), (-3.8132904574383844e-16+0j), (-0.23570226039551606+0j), (0.11785113019775786+0j), (2.7755575615628914e-17+0j), (7.895637771311568e-17+0j), (3.7742689263169304e-17+0j), (-1.7301398863125723e-17+0j), (-0.23570226039551606+0j), (1.1753996915810244e-16+0j), (0.3535533905932736+0j), (-0.23570226039551598+0j), (4.915880507559312e-18+0j), (3.500458849059525e-17+0j), (-0.2357022603955161+0j), (0.23570226039551576+0j), (-2.2397039848091283e-18+0j), (-0.11785113019775802+0j), (-2.4261815768109808e-18+0j), (3.79527343276158e-18+0j), 0j, (-5.183475828447589e-17+0j), (6.938893903907228e-18+0j), (-3.051363150480566e-17+0j), (0.1178511301977579+0j), (-8.326672684688674e-17+0j), (-0.23570226039551592+0j), (0.23570226039551578+0j), (3.795273432761645e-18+0j), (-6.071532165918825e-17+0j), (0.23570226039551576+0j), (-0.3535533905932739+0j), (-2.4261815768109176e-18+0j), (0.23570226039551573+0j), (-2.2397039848091964e-18+0j), (4.915880507559289e-18+0j), 0j, (9.540979117872439e-17+0j), (-0.117851130197758+0j), (0.23570226039551576+0j), (-6.034977417570745e-18+0j), (-0.23570226039551612+0j), (-2.4261815768109607e-18+0j), (7.590546865523213e-18+0j), 0j, (0.11785113019775782+0j), (-6.034977417570788e-18+0j), (-2.426181576810954e-18+0j), 0j, (-6.034977417570802e-18+0j), 0j, 0j, 0j)"
7,-3.606,-4.049,-4.049,(-0.223-0.079j),1587.989,4.742,"[(0.007-0.007j), (0.015-0.009j), (-0.039+0.015j), (0.028+0.002j), (0.031-0.018j), (-0.025+0.027j), (0.004-0.046j), (-0.021+0.014j), (-0.007+0.023j), (0.006-0.079j), (0.025+0.143j), (0.07-0.028j), (-0.021-0.083j), (-0.063+0.031j), (0.017-0.023j), (0.025+0.031j), (0.03+0.012j), (0.016+0.047j), (-0.023-0.143j), (-0.088+0.035j), (0.046+0.116j), (0.039-0.037j), (0.056+0.018j), (-0.068-0.097j), (-0.028-0.075j), (0.057+0.013j), (-0.086-0.023j), (0.135+0.167j), (0.049+0.009j), (-0.112-0.083j), (0.034-0.012j), (0.009-0.002j), (-0.02-0.013j), (-0.017-0.03j), (0.026+0.107j), (0.055-0.028j), (-0.044-0.089j), (-0.016+0.029j), (-0.055-0.011j), (0.061+0.078j), (0.045+0.065j), (-0.083-0.002j), (0.13-0.001j), (-0.168-0.157j), (-0.076+0.003j), (0.137+0.079j), (-0.045+0.013j), (0.004+0.002j), (-0.001-0.017j), (0.045+0.008j), (-0.118-0.001j), (0.051+0.016j), (0.082-0.019j), (-0.043+0.029j), (0.007-0.07j), (-0.049+0.026j), (-0.02+0.013j), (0.003-0.05j), (0.017+0.086j), (0.058-0.038j), (-0.016-0.048j), (-0.033+0.031j), (-0.005-0.007j), (0.016+0.01j), (-0.002+0.006j), (0.009+0.008j), (-0.025-0.029j), (0.022+0.006j), (0.025+0.021j), (-0.035-0.002j), (0.037-0.011j), (-0.02-0.017j), (-0.042-0.009j), (0.074-0.014j), (-0.125+0.038j), (0.097+0.043j), (0.075-0.023j), (-0.072-0.026j), (0.026-0.004j), (-0.026+0.006j), (0.006+0.015j), (-0.072+0.008j), (0.166-0.055j), (-0.079+0.052j), (-0.104+0.061j), (0.041-0.121j), (0.035+0.134j), (0.05-0.039j), (-0.002-0.038j), (0.029+0.136j), (-0.119-0.227j), (-0.077+0.058j), (0.081+0.127j), (0.066-0.051j), (-0.008+0.02j), (-0.058-0.04j), (0.004-0.009j), (0.056-0.01j), (-0.124+0.049j), (0.037-0.066j), (0.079-0.049j), (-0.001+0.122j), (-0.05-0.116j), (-0.044+0.023j), (0.018+0.035j), (-0.061-0.146j), (0.18+0.231j), (0.075-0.067j), (-0.116-0.13j), (-0.069+0.07j), (0.007-0.035j), (0.075+0.041j), (0.027-0.006j), (0.019+0.023j), (-0.049-0.071j), (-0.046+0.07j), (0.055+0.047j), (0.006-0.054j), (0.045-0.001j), (-0.059-0.022j), (-0.022-0.014j), (0.034-0.005j), (-0.061+0.026j), (0.058+0.036j), (0.031-0.022j), (-0.042-0.02j), (0.006-0.003j), (-0.001+0.019j)]","(0j, (7.794946008515196e-53+0j), (-8.426134807547125e-19+0j), (-1.0543653757231296e-18+0j), (1.1621432942645516e-18+0j), (2.6183580866860286e-17+0j), (3.637089536125201e-17+0j), (6.805228250008306e-05+0j), (1.7472118024557822e-18+0j), (2.642958204687562e-17+0j), (-3.9834805904729204e-17+0j), (-0.0008309759324921608+0j), (-3.9165578862708266e-17+0j), (0.0013444547995391139+0j), (-0.0007083499566475775+0j), (0.06010307664356601+0j), (-1.747211802455782e-18+0j), (-6.019566223428975e-17+0j), (4.182034211196735e-17+0j), (0.0016765077131453044+0j), (4.98745560605539e-19+0j), (-0.0028680504219205866+0j), (0.0015235956223814174+0j), (-0.05648504590621294+0j), (-2.330379035869404e-17+0j), (0.00189989266542289+0j), (-0.0011537765411946553+0j), (-0.04148433241927272+0j), (0.0002471931053422211+0j), (0.11643164311446695+0j), (-0.0785653414325476+0j), (1.097212598556149e-16+0j), (-1.1621432942645514e-18+0j), (4.7260126600405546e-18+0j), (1.952106370205027e-17+0j), (-0.0015916479048814095+0j), (1.0508238261533805e-17+0j), (0.002745424446076106+0j), (-0.001438735814117484+0j), (-0.03326785161168695+0j), (2.1999877036975128e-17+0j), (-0.0020790334882650843+0j), (0.0010008644504306398+0j), (0.2098025713697201+0j), (0.00015291209076393681+0j), (-0.3181045732117322+0j), (0.20167293009726459+0j), (-1.7561759883683199e-16+0j), (3.72725642455448e-17+0j), (0.0005554378658835986+0j), (0.00019067825834447795+0j), (-0.22013519488624633+0j), (-0.0008309759324920648+0j), (0.36340206303259254+0j), (-0.23301976566424593+0j), (2.8543697114874617e-16+0j), (0.0005983386753110027+0j), (-0.1868673432745597+0j), (0.13505038733876054+0j), (-4.537198598055914e-16+0j), (-0.025138210339231516+0j), (2.5519737654077306e-16+0j), (-1.4710986329421218e-16+0j), (-2.0491421059976034e-17+0j), (8.426134807547124e-19+0j), (7.83336069620777e-18+0j), (-2.5458886918707882e-17+0j), (0.0006780638417280553+0j), (-4.6119249912102145e-17+0j), (-0.001153776541194657+0j), (0.0005554378658836875+0j), (0.051816955935799026+0j), (1.9100592960584473e-17+0j), (0.0006926196898892967+0j), (0.000275538066608475+0j), (-0.17653471975803312+0j), (-0.0010362100389977435+0j), (0.25148203045322787+0j), (-0.18686734327455942+0j), (1.4220834984753488e-16+0j), (6.6081893329639585e-18+0j), (0.00015291209076396124+0j), (-0.0014973668903030775+0j), (0.20167293009726467+0j), (0.002422623837373524+0j), (-0.3367233174360251+0j), (0.24335238918077254+0j), (-2.6307499654752066e-16+0j), (-0.0015916479048813756+0j), (0.16840507848557787+0j), (-0.10178253572707355+0j), (3.961615771277817e-16+0j), (-0.033267851611686744+0j), (-2.4825084024701586e-16+0j), (4.514506281490024e-17+0j), (3.045278147972591e-17+0j), (-3.3175315928635554e-17+0j), (-0.00036981908118665583+0j), (0.0013444547995391922+0j), (-0.08316379150278033+0j), (-0.0019847524736866856+0j), (0.13505038733876032+0j), (-0.07043570016009221+0j), (1.8737914519486943e-16+0j), (0.001523595622381307+0j), (-0.056485045906212894+0j), (-0.05994659720825434+0j), (-2.439311753456908e-16+0j), (0.1451878841910521+0j), (1.4813485841533495e-16+0j), (6.792197684918713e-17+0j), (-6.840624884866214e-18+0j), (-0.0005134788670470059+0j), (-0.014805586822705257+0j), (0.11643164311446734+0j), (9.560805142568678e-17+0j), (-0.17653471975803323+0j), (1.0105442307990578e-17+0j), (-1.0238708360384932e-16+0j), (2.930831673915587e-18+0j), (0.0897528975178997+0j), (-7.656955746799992e-17+0j), (2.567296645099389e-16+0j), (2.7550420972081884e-18+0j), (-1.7303062458961904e-16+0j), (-6.3037411598395496e-18+0j), (2.845536707590763e-17+0j), 0j)"
8,-4.594,-5.211,-5.226,(-0.457-0.623j),1991.362,11.138,"[(-0.002+0.016j), (-0.005+0.018j), (0.007-0.024j), (-0.016+0.036j), (-0.002+0.021j), (0.036-0.075j), (-0.03+0.061j), (-0.001+0.006j), -0.01j, (-0.028+0.062j), (0.034-0.076j), (0.009-0.026j), (-0.02+0.036j), (-0.005+0.026j), (0.003-0.02j), (-0.011+0.014j), (-0.001+0.009j), (0.011-0.023j), (-0.014+0.029j), (-0.011+0.026j), (0.015-0.029j), (0.007-0.037j), (-0.006+0.03j), (0.009-0.011j), (-0.004+0.011j), (-0.004+0.025j), (0.005-0.03j), (-0.017+0.023j), (-0.001+0.018j), (0.02-0.022j), (-0.016+0.018j), (-0+0.005j), (-0.001-0.002j), (-0.012+0.021j), (0.014-0.024j), (0.002-0.01j), (-0.012+0.024j), (-0.005+0.029j), (0.005-0.024j), (-0.007+0.008j), (0.006-0.015j), (0.003-0.033j), (-0.003+0.04j), (0.022-0.028j), (0.008-0.036j), (-0.021+0.026j), (0.016-0.022j), (0.004-0.011j), (-0.008+0.016j), (-0.005+0.022j), (0.007-0.028j), (-0.028+0.032j), (-0.012+0.025j), (0.05-0.068j), (-0.041+0.056j), (-0.005+0.007j), -0.008j, (-0.041+0.052j), (0.049-0.064j), (0.007-0.021j), (-0.021+0.031j), (-0.013+0.018j), (0.009-0.013j), (-0.011+0.012j), (-0.001+0.003j), (0.026-0.052j), (-0.031+0.063j), (-0.01+0.017j), (0.024-0.061j), (0.023-0.038j), (-0.019+0.032j), (0.014-0.022j), (-0.013+0.035j), (-0.02+0.049j), (0.024-0.059j), (-0.049+0.068j), (-0.028+0.058j), (0.045-0.065j), (-0.036+0.053j), (-0.01+0.015j), (0.017-0.039j), (0.015-0.038j), (-0.02+0.05j), (0.062-0.081j), (0.031-0.047j), (-0.114+0.163j), (0.093-0.134j), (0.012-0.012j), (-0.004+0.014j), (0.096-0.125j), (-0.115+0.153j), (-0.021+0.034j), (0.05-0.073j), (0.034-0.031j), (-0.025+0.022j), (0.026-0.026j), (-0.011+0.035j), (-0.021+0.028j), (0.028-0.039j), (-0.051+0.073j), (-0.015+0.04j), (0.116-0.152j), (-0.096+0.124j), (-0.006+0.011j), (0.008-0.017j), (-0.093+0.132j), (0.113-0.161j), (0.036-0.039j), (-0.062+0.079j), (-0.026+0.047j), (0.02-0.034j), (-0.033+0.028j), (-0.007+0.017j), (0.036-0.053j), (-0.044+0.066j), (-0.039+0.048j), (0.048-0.067j), (0.033-0.054j), (-0.028+0.044j), (0.028-0.025j), (-0.014+0.023j), (-0.023+0.03j), (0.028-0.035j), (-0.05+0.046j), (-0.012+0.019j), (0.056-0.044j), (-0.046+0.036j), (-0.001+0.003j), (0.001-0.003j), (-0.026+0.052j), (0.031-0.063j), (0.009-0.019j), (-0.024+0.062j), (-0.022+0.038j), (0.019-0.031j), (-0.015+0.023j), (0.014-0.034j), (0.02-0.048j), (-0.024+0.058j), (0.05-0.067j), (0.029-0.056j), (-0.046+0.065j), (0.037-0.053j), (0.01-0.014j), (-0.018+0.039j), (-0.015+0.038j), (0.02-0.049j), (-0.063+0.08j), (-0.03+0.047j), (0.115-0.162j), (-0.094+0.133j), (-0.011+0.012j), (0.005-0.013j), (-0.097+0.125j), (0.116-0.153j), (0.022-0.033j), (-0.05+0.074j), (-0.034+0.031j), (0.025-0.022j), (-0.026+0.026j), (0.012-0.035j), (0.02-0.028j), (-0.027+0.038j), (0.052-0.073j), (0.013-0.04j), (-0.117+0.152j), (0.097-0.124j), (0.005-0.011j), (-0.009+0.016j), (0.094-0.132j), (-0.114+0.162j), (-0.037+0.038j), (0.062-0.08j), (0.027-0.047j), (-0.02+0.035j), (0.033-0.028j), (0.006-0.017j), (-0.036+0.054j), (0.044-0.067j), (0.038-0.05j), (-0.049+0.068j), (-0.032+0.054j), (0.028-0.044j), (-0.028+0.026j), (0.014-0.022j), (0.023-0.029j), (-0.028+0.034j), (0.05-0.045j), (0.012-0.017j), (-0.056+0.043j), (0.047-0.036j), (0.001-0.002j), (-0.004+0.015j), (-0.007+0.015j), (0.01-0.02j), (-0.021+0.031j), (-0.003+0.022j), (0.051-0.065j), (-0.042+0.053j), (-0.002+0.007j), (0.003-0.009j), (-0.042+0.057j), (0.051-0.069j), (0.016-0.021j), (-0.029+0.032j), (-0.012+0.026j), (0.009-0.019j), (-0.015+0.011j), (-0.002+0.011j), (0.016-0.022j), (-0.02+0.027j), (-0.016+0.031j), (0.021-0.028j), (0.012-0.036j), (-0.01+0.03j), (0.012-0.011j), (-0.006+0.008j), (-0.01+0.02j), (0.012-0.025j), (-0.021+0.017j), (-0.005+0.009j), (0.024-0.017j), (-0.02+0.014j), (-0+0.002j), (-0.001-0.005j), (-0.016+0.018j), (0.019-0.022j), (0.004-0.017j), (-0.017+0.023j), (-0.009+0.028j), (0.008-0.023j), (-0.009+0.009j), (0.009-0.012j), (0.01-0.029j), (-0.011+0.035j), (0.027-0.02j), (0.015-0.025j), (-0.026+0.02j), (0.021-0.017j), (0.005-0.007j), (-0.011+0.014j), (-0.008+0.019j), (0.01-0.024j), (-0.033+0.025j), (-0.014+0.024j), (0.062-0.056j), (-0.051+0.046j), (-0.005+0.007j), (0.003-0.007j), (-0.052+0.044j), (0.062-0.054j), (0.012-0.016j), (-0.029+0.026j), (-0.018+0.016j), (0.013-0.012j), (-0.014+0.009j)]","(0j, (1.6751464478103455e-31+0j), (7.69940000405675e-19+0j), (2.5844564700783027e-17+0j), (-2.7618176508178793e-18+0j), (-6.77280426121563e-17+0j), (6.831572038597355e-18+0j), (1.6057190806924698e-16+0j), (1.4357376174216976e-17+0j), (-8.317073817569862e-17+0j), (1.6760044417498619e-16+0j), (2.3088175585545605e-16+0j), (6.088009377080733e-17+0j), (-9.330502728901902e-17+0j), (-1.1058742860351395e-16+0j), (0.025888347648318422+0j), (1.6023737137301802e-31+0j), (-1.9277266160668403e-17+0j), (1.0453727027078524e-16+0j), (3.552309804191008e-17+0j), (2.6359051071959797e-17+0j), (-1.547711083148281e-16+0j), (-5.946061174547017e-17+0j), (-0.06764951251827461+0j), (-1.5152204190325086e-16+0j), (5.4513094903220265e-17+0j), (-7.650065635274519e-17+0j), (0.0883883476483184+0j), (-2.0871164792120522e-16+0j), (-0.06764951251827492+0j), (0.025888347648318405+0j), (-2.7755575615628914e-17+0j), (-1.435737617421698e-17+0j), (-5.448424149155976e-17+0j), (1.13136172551386e-16+0j), (-2.4907403542667977e-17+0j), (3.9926486756045506e-18+0j), (-4.1281621268564214e-17+0j), (-1.0191398410696996e-17+0j), (0.08838834764831838+0j), (-1.733865986229266e-16+0j), (5.071118489844575e-17+0j), (-5.4104943849500004e-17+0j), (-0.16332037060954707+0j), (1.4153308130846324e-17+0j), (0.15088834764831835+0j), (-0.06764951251827458+0j), (-2.0464325000336522e-18+0j), (2.3795921606142565e-17+0j), (-2.3630807008253775e-17+0j), (6.700449011406263e-18+0j), (0.12499999999999996+0j), (-2.7458311216798178e-17+0j), (-0.16332037060954704+0j), (0.08838834764831836+0j), (8.332961014457686e-19+0j), (-1.82104115513212e-16+0j), (0.08838834764831839+0j), (-0.06764951251827458+0j), (7.723191063691298e-19+0j), (0.025888347648318426+0j), (-6.121941205901355e-19+0j), (9.59265706167724e-19+0j), 0j, (2.761817650817562e-18+0j), (-4.740057680146589e-17+0j), (8.780501724497319e-17+0j), (-7.620729948889939e-17+0j), (4.987681631378968e-17+0j), (-1.2599500705491002e-16+0j), (1.18103903280231e-16+0j), (-0.06764951251827457+0j), (-4.780198992700812e-17+0j), (2.6742214047671717e-17+0j), (-4.0300075093025e-17+0j), (0.15088834764831835+0j), (1.7190468293525632e-17+0j), (-0.16332037060954702+0j), (0.08838834764831839+0j), (5.628036682031305e-19+0j), (5.81989854199774e-17+0j), (3.9354252199230947e-17+0j), (-6.298642125999522e-17+0j), (-0.16332037060954702+0j), (8.204056641004445e-18+0j), (0.24999999999999983+0j), (-0.16332037060954702+0j), (1.364017525902572e-18+0j), (7.425076163365123e-17+0j), (-0.16332037060954702+0j), (0.15088834764831835+0j), (6.879676376277235e-19+0j), (-0.06764951251827458+0j), (1.363128377594636e-18+0j), (-4.3712092929214895e-19+0j), 0j, (1.3323669706653636e-16+0j), (-6.224952338028155e-17+0j), (-1.692693919864938e-16+0j), (0.08838834764831838+0j), (2.2759393018320448e-17+0j), (-0.16332037060954696+0j), (0.1249999999999999+0j), (1.3001617582287928e-18+0j), (2.455976225501664e-16+0j), (0.1508883476483183+0j), (-0.163320370609547+0j), (-3.820311342542786e-19+0j), (0.08838834764831836+0j), (1.804621567958052e-18+0j), (1.4138027692340915e-18+0j), 0j, (7.437233771230325e-17+0j), (-0.0676495125182746+0j), (0.08838834764831836+0j), (1.735176160873463e-19+0j), (-0.0676495125182746+0j), (1.0381934541886737e-19+0j), (-2.9912354399428975e-19+0j), 0j, (0.025888347648318422+0j), (9.235623939828988e-19+0j), (3.3273872233200734e-19+0j), 0j, (2.70492433307179e-19+0j), 0j, 0j, 0j, (-7.6994000040566735e-19+0j), (-1.6312107171658665e-17+0j), (1.9547196344047665e-17+0j), (1.6094216917226635e-17+0j), (-8.905999410270352e-18+0j), (9.252238963890578e-17+0j), (6.9479505579795e-17+0j), (0.02588834764831842+0j), (-9.398119757679978e-17+0j), (-1.0902756920055231e-16+0j), (2.0862408105277216e-16+0j), (-0.0676495125182746+0j), (-1.655916423073292e-17+0j), (0.0883883476483184+0j), (-0.06764951251827458+0j), (4.1149675032114924e-19+0j), (-1.4156677208609963e-17+0j), (9.090824296946754e-18+0j), (-3.494742151475001e-18+0j), (0.08838834764831838+0j), (-2.4146021731403076e-17+0j), (-0.16332037060954702+0j), (0.1508883476483184+0j), (-5.072172172315119e-19+0j), (2.934713838645459e-17+0j), (0.12499999999999996+0j), (-0.1633203706095471+0j), (1.2920044326016622e-18+0j), (0.0883883476483184+0j), (-1.6662849605608306e-19+0j), (-1.0854941776070136e-18+0j), 0j, (-5.356739577889783e-17+0j), (-3.5129290601025155e-18+0j), (3.5383633635649756e-17+0j), (-0.06764951251827457+0j), (1.008548381724342e-16+0j), (0.15088834764831832+0j), (-0.16332037060954702+0j), (3.327387265278469e-19+0j), (4.264396705220429e-17+0j), (-0.163320370609547+0j), (0.24999999999999983+0j), (3.113682731756238e-19+0j), (-0.16332037060954702+0j), (1.774625128723991e-18+0j), (1.2568274032645446e-19+0j), 0j, (2.3487536651906944e-16+0j), (0.08838834764831836+0j), (-0.16332037060954696+0j), (4.434595856951006e-19+0j), (0.15088834764831835+0j), (6.879676410056438e-19+0j), (2.3232832297027136e-18+0j), 0j, (-0.06764951251827461+0j), (-1.5311175961203459e-19+0j), (4.798739679783762e-19+0j), 0j, (3.6082235599999163e-19+0j), 0j, 0j, 0j, (-5.33622888392924e-17+0j), (-2.887512870343896e-17+0j), (6.318243316978789e-17+0j), (0.02588834764831842+0j), (-7.016298456784284e-17+0j), (-0.06764951251827458+0j), (0.08838834764831838+0j), (2.704924331361256e-19+0j), (4.01680431665198e-17+0j), (0.08838834764831836+0j), (-0.16332037060954702+0j), (3.608223595430197e-19+0j), (0.12499999999999994+0j), (-2.355947529807057e-19+0j), (1.990544507323653e-18+0j), 0j, (-3.981122619844262e-17+0j), (-0.0676495125182746+0j), (0.15088834764831832+0j), (9.870911849914586e-19+0j), (-0.16332037060954693+0j), (6.327098894337789e-20+0j), (-3.8497811828319593e-19+0j), 0j, (0.08838834764831836+0j), (1.226419205605328e-18+0j), (1.4590821433334412e-19+0j), 0j, (1.195184854864063e-18+0j), 0j, 0j, 0j, (-5.3436062263024575e-17+0j), (0.02588834764831842+0j), (-0.0676495125182746+0j), (-4.858504820405939e-19+0j), (0.08838834764831835+0j), (9.559267724003692e-19+0j), (-2.1491414172257468e-19+0j), 0j, (-0.0676495125182746+0j), (1.5843920390402407e-18+0j), (8.58951953874191e-19+0j), 0j, (-7.147698607367638e-19+0j), 0j, 0j, 0j, (0.02588834764831842+0j), (-2.2490335236114943e-18+0j), (2.6395605094780715e-18+0j), 0j, (-9.697481711192585e-20+0j), 0j, 0j, 0j, (8.263722619811545e-20+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j)"
